name;Producto;ID Producto;Unidad de Medida;peso;Valor (Balboas)
Costa Rica;Dorados (Coryphaena hippurus), frescos  o  refrigerados, excepto los hígados, huevas y lechas.;0302.89.20.00.00;KB;166581;816367
Costa Rica;Cabrillas (Epinephelus spp., Paralabrax spp.), frescas o  refrigeradas, excepto los hígados, huevas y lechas.;0302.89.30.00.00;KB;155;341
Costa Rica;Corvinas (Sciaena spp.), frescas  o  refrigeradas, excepto  los hígados, huevas y lechas.;0302.89.40.00.00;KB;2857;10685
Costa Rica;Otros pescados frescos o refrigerados, excepto los hígados, huevas y lechas.;0302.89.90.00.00;KB;449;1167
Costa Rica;Atunes   de  aleta  amarilla  (rabiles), (Thunnus  albacares),     congelados,  excepto filetes los hígados, huevas y lechas.;0303.42.00.00.00;KB;357266;967301
Costa Rica;Atunes (del género Thunnus), listados o bonitos  de vientre rayado (Euthynnus (katsuwonus) pelais), en filetes, congelados.;0304.87.00.00.00;KB;2630;18172
Costa Rica;Camarones  y  langostinos,  de  agua fría (Pandalus spp.,  Crangon  crangon), congelados, excepto ahumados.;0306.16.90.00.00;KB;553;2450
Costa Rica;Camarones cultivados, sin ahumar, congelados.;0306.17.11.00.00;KB;33276;156465
Costa Rica;Nata (crema), sin concentrar, sin adición de azúcar ni  otro edulcorante con un contenido de materias grasas, superior al 10%, en peso.;0401.50.20.00.00;KB;66867;227011
Costa Rica;Leche y nata (crema), sin adición de azúcar ni otro edulcorante, evaporadas, con un  contenido  de  materias grasas, superior a 1.5% en peso, excepto de cabra.;0402.91.92.00.00;KB;1794854;3571000
Costa Rica;Leche condensada.;0402.99.93.00.00;KB;451912;1282938
Costa Rica;Queso fundido, excepto el rayado o en polvo.;0406.30.00.00.00;KB;658472;3282691
Costa Rica;Huevos de la especie  Gallus domesticus, con cáscara (cascarón), frescos, fecundados para incubación.;0407.11.00.00.00;KB;550832;2407945
Costa Rica;Hongos  del género agaricus, conservados provisionalmente, (por ejemplo: con gas sulfuroso o con agua salada, sulfurosa o adicionada de otras  sustancias  para asegurar dicha conservación), pero  todavía  impropias  para consumo  inmediato.;0711.51.00.00.00;KB;34896;152911
Costa Rica;Las demás bananas, excepto (Musa balbisiaca acuminata, Musa paradisiaca o Musa fapientum), frescas o secas.;0803.90.90.00.00;KB;19320000;376740
Costa Rica;Café tostado, descafeinado.;0901.22.00.00.00;KB;276;2452
Costa Rica;Grasas y aceites de  pescado  y  sus  fracciones, excepto    los aceites de hígado, incluso refinados, pero sin modificar químicamente.;1504.20.00.00.00;KB;400000;563075
Costa Rica;Aceite de palma y sus fracciones, en bruto.;1511.10.00.00.00;KB;1310170;939997
Costa Rica;Aceites de frituras usados para la preparación de alimentos de animales.;1518.00.91.00.00;KB;108000;72418
Costa Rica;Salmones enteros o en trozos, envasados herméticamente o al vacio.;1604.11.00.00.10;KB;35874;743941
Costa Rica;Lomos de atún, cocidos, congelados, enteros o en trozos, excepto picado.;1604.14.10.00.00;KB;399;5310
Costa Rica;Preparaciones  y  conservas  de  salmón, envasados herméticamente o al vacío.;1604.20.93.00.00;KB;13458;163396
Costa Rica;Preparaciones  y  conservas  de  pescado, envasados herméticamente o al vacío.;1604.20.99.00.00;KB;153;1539
Costa Rica;Pastas  alimenticias sin cocer, rellenar ni preparar de otra forma, excepto que contengan huevo.;1902.19.00.00.00;KB;39271;63134
Costa Rica;Pan y galletas de mar, sin adición de azúcar, miel, huevos, materias grasas, queso o frutas.;1905.90.21.00.00;KB;187247;252742
Costa Rica;"Los demás productos de panadería, pastelería o galletería incluso con adición de cacao; sellos vacíos del tipo de los utilizados  para  medicamentos, pastas  secas  de harina,  almidón o fécula, en hojas y productos similares.";1905.90.90.00.00;KB;11686;21841
Costa Rica;Salsas de tomate, con un contenido de  extracto  seco de tomate igual o superior al 5% en peso.;2103.20.91.00.00;KB;49899;84174
Costa Rica;Las  demás  salsas  de tomate, excepto con un contenido  de extracto seco de tomate igual o superior al 5% en peso.;2103.20.99.00.00;KB;120;750
Costa Rica;Salsas y aderezos, excepto mayonesa y salsa inglesa.;2103.90.29.00.00;KB;1134;3266
Costa Rica;Condimentos y sazonadores compuestos, excepto para la fabricación de embutidos.;2103.90.39.00.00;KB;26160;81139
Costa Rica;Caldos homogeneizados y deshidratados, presentados en forma de tabletas, pastillas, cubitos o demás  formas comprimidas o en polvo a base de carne incluso de sus extractos o jugos, acondicionadas para la venta al por menor.;2104.10.11.00.00;KB;5400;20009
Costa Rica;Las  demás  preparaciones alimenticias no expresadas ni comprendidas en otras partes, excepto jalea real.;2106.90.99.00.90;KB;2470;9469
Costa Rica;Cerveza de malta.;2203.00.00.00.00;LT;6716;5037
Costa Rica;Ron.;2208.40.10.00.00;LT;213098;343404
Costa Rica;Otros  aguardientes  procedentes de la destilación, previa fermentación, de productos de la caña de azúcar.;2208.40.90.00.00;LT;50385;93934
Costa Rica;Los demás vodka.;2208.60.90.00.00;LT;633;1120
Costa Rica;Vinagre y sucedáneos del vinagre  obtenidos  a  partir del  ácido acético.;2209.00.00.00.00;KB;965743;399430
Costa Rica;"Harina,  polvo y <<pellets>>, de carne o de despojos; chicharrones.";2301.10.00.00.00;KB;319840;230338
Costa Rica;Tortas  y  demás residuos sólidos de la extracción de grasas o aceites, de nuez o  de almendra  de  palma, incluso  molidos o en «pellets».;2306.60.00.00.00;KB;663213;64207
Costa Rica;Las demás preparaciones de los utilizados para la alimentación de los animales.;2309.90.99.00.00;KB;666425;468834
Costa Rica;Arenas naturales de  cualquier  clase, incluso  coloreadas, excepto las arenas  silíceas, cuarzosas  y  las metalíferas  del capítulo 26.;2505.90.00.00.00;KB;271679;7709
Costa Rica;Gas butano, licuado.;2711.13.00.00.00;KB;173536;174062
Costa Rica;Nitrógeno.;2804.30.00.00.00;KB;131970;31999
Costa Rica;Oxígeno.;2804.40.00.00.00;KB;147852;35849
Costa Rica;Sulfato de aluminio.;2833.22.00.00.00;KB;820000;266500
Costa Rica;Medicamentos,  (excepto  los  productos  de  las partidas  30.02, 30.05 o 30.06), constituido  por  productos mezclados entre sí, preparados para usos terapéuticos o profilácticos, sin dosificar ni acondicionar para la venta al por menor, para uso veterinario.;3003.90.92.00.00;KB;87341;773131
Costa Rica;"Pinturas a base de polímeros sintéticos o naturales modificados, dispersos o disueltos en  un medio  no acuoso; excepto a base de poliésteres, polímeros acrílicos o vinílicos, excepto en aerosol y para serigrafía.";3208.90.19.00.90;KB;400;3986
Costa Rica;"Barnices a base de polímeros sintéticos  o  naturales modificados, dispersos o disueltos en un  medio  no acuoso; excepto a base de poliésteres, polímeros, acrílicos o vinílicos para cuero, para  instalaciones  eléctricas, para  artistas y  para el recubrimiento interior de envases de alimentos.";3208.90.29.00.90;KB;2656;12812
Costa Rica;Pinturas a base de polímeros acrílicos o vinílicos, excepto para serigrafía.;3209.10.19.00.00;KB;84356;127868
Costa Rica;Tintas de imprimir negras, excepto para máquinas codificadoras.;3215.11.90.00.00;KB;1484;9202
Costa Rica;Las demás tintas de imprimir, excepto negras  y  para máquinas codificadoras.;3215.19.90.00.00;KB;20175;165982
Costa Rica;"Polvos faciales con valor CIF inferior a  B/.30.00 el kilo bruto; polvos para el cuerpo (talcos), con  valor  CIF  inferior a  B/.10.00 el kilo bruto y demás polvos.";3304.91.90.00.00;KB;80879;539355
Costa Rica;Champúes líquidos, incluso medicamentosos.;3305.10.20.00.00;KB;300;738
Costa Rica;Brillantinas, aceites, lociones o tónicos, enjuagues y acondicionadores para el cabello.;3305.90.19.00.00;KB;68;460
Costa Rica;Preparaciones  capilares,  excepto  champúes, brillantina,  pomadas, aceites, lociones o  tónicos, enjuagues, acondicionadores para el cabello, tintes  y  productos  decolorantes para el cabello.;3305.90.90.00.00;KB;1550;9587
Costa Rica;Los demás aditivos preparados para cemento, morteros u hormigones.;3824.40.90.00.00;KB;1003971;778302
Costa Rica;Polietileno de densidad superior o igual a 0.94.;3901.20.00.00.00;KB;20303;10760
Costa Rica;Desechos, desperdicios y recortes de polímeros de etileno.;3915.10.00.00.00;KB;1261096;483208
Costa Rica;Desechos, desperdicios y recortes de plástico, excepto de  etileno, estireno y cloruro de vinilo.;3915.90.00.00.00;KB;91326;11210
Costa Rica;Tubos rígidos de polímeros de etileno con diámetro hasta 4 pulgadas, excepto para  sistema de regadío.;3917.21.20.00.00;KB;44013;64708
Costa Rica;Los demás tubos rígidos de polímeros de cloruro de vinilo.;3917.23.90.00.00;KB;155463;239239
Costa Rica;Accesorios  de  tubería, (por  ejemplo:  juntas, codos, empalmes (racores)), de plástico.;3917.40.00.00.00;KB;3350;14506
Costa Rica;Placas,  láminas,  hojas, cintas, tiras y demás formas planas, autoadhesivas de plástico, en rollos, de  anchura inferior o igual a 20 cm, excepto para uso eléctrico.;3919.10.90.00.00;KB;12656;28873
Costa Rica;Placas,  láminas,  hojas, cintas, tiras y demás formas planas autoadhesivas,  excepto  de  polipropileno en rollos.;3919.90.90.00.00;KB;3796;17004
Costa Rica;Las demás placas, láminas, hojas  y  tiras, de  plástico no celular y sin refuerzo, estratificación ni soporte o  combinación similar con otras materias de polímeros de  etileno en bobinas, sin impresión. ;3920.10.10.00.00;KB;20454;34765
Costa Rica;Otros sacos, (bolsas), bolsitas y cucuruchos de polímeros  de etileno.;3923.21.90.00.00;KB;72900;177445
Costa Rica;Sacos  (bolsas), bolsitas y cucuruchos de los demás plásticos.;3923.29.90.00.90;KB;20747;55456
Costa Rica;Los demás bombonas, botellas, frascos y  artículos similares, de plástico.;3923.30.90.00.90;KB;6417;17366
Costa Rica;Depósitos, cisternas, cubas y recipientes análogos, de capacidad superior a 300 litros, de plástico.;3925.10.00.00.00;KB;480;2700
Costa Rica;Los demás artículos plásticos, para la construcción, no expresados ni comprendidos en otra parte.;3925.90.90.00.90;KB;512;1690
Costa Rica;Hieleras de plástico.;3926.90.61.00.00;KB;905;7022
Costa Rica;Las  demás manufacturas de plástico de las  demás materias de las partidas 39.01 a  39.14.;3926.90.99.00.90;KB;14037;36969
Costa Rica;Teca en bruto, incluso descortezadas, desalburadas o escuadradas. ;4403.49.00.00.10;KB;12000;1200
Costa Rica;Las demás maderas en bruto, incluso descortezadas,  desalburadas o escuadradas.;4403.99.00.00.00;KB;10007;1401
Costa Rica;Madera aserrada o desbastada longitudinalmente, cortada o desenrollada, de  pino (Pinus spp.), de espesor superior a  6 mm, excepto con marcadas  señales de uso, incluso cepillada o lijada.;4407.11.90.00.00;KB;22000;6370
Costa Rica;Las demás maderas aserradas o desbastadas longitudinalmente, cortadas  o  desenrolladas, incluso  cepilladas, lijadas  o  unidas  por  los  extremos, de  espesor  superior a  6 mm, de las  maderas  tropicales, citadas en  la  nota de  subpartida 1 de este capítulo.;4407.29.00.00.00;KB;210000;18800
Costa Rica;Las demás maderas aserradas o desbastadas longitudinalmente, cortadas  o  desenrolladas, incluso  cepilladas, lijadas  o  unidas  por  los  extremos, de  espesor  superior a  6 mm.;4407.99.00.00.00;KB;413140;46004
Costa Rica;Hojas para chapado (incluidas las obtenidas por cortado de madera estratificada), para contrachapado o para otras maderas estratificadas similares y demás maderas aserradas longitudinalmente, cortadas o  desenrolladas, incluso cepilladas, lijadas unidas longitudinalmente o por los extremos, de espesor inferior o igual a 6 mm.;4408.90.00.00.00;KB;1059;1727
Costa Rica;Madera (incluidas las tablillas y frisos para parqués, sin ensamblar), perfilada longitudinalmente (con  lengüetas, ranuras, rebajes, acanalados, biselados, con juntas en  V, moldurados, redondeados o similares), en una  o  varias caras, cantos  o  extremos, incluso  cepillada, lijada  o  unida por  los extremos, de coníferas.;4409.10.90.00.00;KB;1823;2826
Costa Rica;Tableros  de fibra de densidad media (llamados <<MDF>>), de  espesor inferior o igual a 5 mm, sin  trabajo mecánico ni recubrimiento de  superficie  con  densidad  superior  a  0.35  g/cm³, sin exceder de 0.8 g/cm³.;4411.12.12.00.00;KB;16098;32287
Costa Rica;"Paletas,  paletas caja y demás plataformas para carga; de madera.";4415.20.90.00.00;KB;4204;1556
Costa Rica;Puertas y sus marcos, contramarcos y umbrales de madera.;4418.20.00.00.00;KB;42100;121387
Costa Rica;Postes y vigas.;4418.60.00.00.00;KB;31838;24390
Costa Rica;Desperdicios  y desechos de papel o cartón obtenido principalmente a partir  de  pasta  mecánica (por ejemplo: diarios, periódicos e impresos similares).;4707.30.00.00.00;KB;42279;7609
Costa Rica;Los  demás  papeles  y  cartones kraft, de peso superior o igual a 225 g/m², sin estucar ni recubrir.;4804.59.00.00.00;KB;209420;137203
Costa Rica;Los demás papeles, cartones, guata de celulosa y napa de fibras de celulosa con impresión para empacar  o  envolver, sin anuncios publicitarios.;4811.90.43.00.00;KB;46;206
Costa Rica;Papel higiénico de pasta de papel.;4818.10.00.00.00;KB;32210;83345
Costa Rica;Papel toalla.;4818.20.20.00.00;KB;108254;234994
Costa Rica;Servilletas de pasta de  papel, papel, guata  de  celulosa o napa de fibras de celulosa.;4818.30.10.00.00;KB;71531;162825
Costa Rica;Cajas y cartonajes plegables de  papel  o  cartón sin corrugar, excepto cartonajes destinados  a  ensamblarse en envases para bebidas.;4819.20.90.00.90;KB;108034;136015
Costa Rica;Envases de pulpa moldeada para portar o envasar huevos, de pasta de papel.;4823.70.10.00.10;KB;1307684;1484404
Costa Rica;Otros impresos.;4911.99.90.00.00;KB;41;150
Costa Rica;«T-shirts»  y  camisetas interiores, de punto, de las demás materias textiles, excepto de algodón.;6109.90.00.00.90;KB;169;2447
Costa Rica;Ladrillos, placas, baldosas  y  piezas  cerámicas análogas  de  construcción,   refractarios,   excepto   los  de  harinas  silíceas  fósiles  o  de   tierras  silíceas  análogas,  con  un  contenido  de  los  elementos  Mg  (magnesio), Ca  (calcio),  o  Cr  (cromo),   considerados   aislados  o  conjuntamente,  superior al  50%  en peso, expresados  en  MgO (óxido  de magnesio), Co (óxido de calcio), u Cr2O3 (óxido crómico).;6902.10.00.00.00;KB;15790;7895
Costa Rica;"Desperdicios y desechos de vidrio; vidrio en masa.";7001.00.00.00.00;KB;2822510;186540
Costa Rica;Los  demás perfiles de hierro o acero sin alear, simplemente acabados en frío, obtenidos a partir de productos laminados planos.;7216.61.90.00.00;KB;24400;18544
Costa Rica;"Las demás construcciones  y  sus partes  de fundición, hierro o acero, excepto las construcciones prefabricadas de la partida 94.06; chapas, barras, perfiles, tubos y similares de fundición, hierro o acero, preparados para la construcción.";7308.90.90.00.00;KB;148984;314423
Costa Rica;Los demás depósitos, cisternas, cubas y recipientes similares para cualquier materia, (excepto gas comprimido o licuado), de fundición, hierro o acero de capacidad superior a 300 l, pero inferior a 500 l, sin dispositivos mecánicos ni térmicos, incluso con  revestimiento interior o calorífico.;7309.00.90.00.00;KB;98122;256280
Costa Rica;Las demás manufacturas, de hierro o acero, excepto forjadas.;7326.90.90.00.00;KB;1946;3272
Costa Rica;Envases  para cervezas  o  bebidas gasificadas, de capacidad inferior o igual a 300 l, de aluminio.;7612.90.92.00.00;KB;3000;9633
Costa Rica;Sillas y asientos  de  materiales  plásticos  artificiales para niños.;9401.80.10.00.00;KB;1488;3750
Costa Rica;Muebles de madera de los tipos utilizados en oficinas.;9403.30.00.00.00;KB;353;1185
Costa Rica;Muebles de madera de los tipos utilizados en cocinas.;9403.40.00.00.00;KB;3217;9150
Costa Rica;Muebles de madera  de los tipos utilizados en dormitorios.;9403.50.00.00.00;KB;1764;5786
Costa Rica;Los demás muebles de madera.;9403.60.00.00.00;KB;13109;68068
Costa Rica;Exhibidores de mercancías, plásticos que descansen en el suelo.;9403.70.11.00.00;KB;346;7942
Cuba;Los demás cortes (trozos), sin deshuesar, de carne de animales de la especie bovina, congelada.;0202.30.00.00.90;KB;68808;428454
Cuba;Otras  preparaciones  y  conservas  de  carne,  despojos o   sangre, de aves de la especie Gallus domesticus, excepto muslos y piernas.;1602.32.90.00.90;KB;154471;696297
Cuba;Los demás medicamentos, (excepto los  productos de las partidas 30.02,  30.05 o 30.06) constituidos por productos  mezclados o sin mezclar, preparados para usos terapéuticos o profilácticos, dosificados  o  acondicionados para la venta al por menor.;3004.90.99.00.00;KB;3402;59927
Cuba;Champúes líquidos, incluso medicamentosos.;3305.10.20.00.00;KB;288;1392
Cuba;Preparaciones  para  ondulación o desrizado permanentes.;3305.20.00.00.00;KB;17980;105992
Cuba;Lacas para el cabello.;3305.30.00.00.00;KB;216;1176
Cuba;Brillantinas, aceites, lociones o tónicos, enjuagues y acondicionadores para el cabello.;3305.90.19.00.00;KB;1326;9056
Cuba;Preparaciones  capilares,  excepto  champúes, brillantina,  pomadas, aceites, lociones o  tónicos, enjuagues, acondicionadores para el cabello, tintes  y  productos  decolorantes para el cabello.;3305.90.90.00.00;KB;3998;24622
Cuba;"Jabón para el baño, de belleza o desodorante, incluso con  abrasivos, jabón  desodorante, jabón de  glicerina  para  el baño, incluso con sustancias  bacteriostáticas; preparaciones orgánicas tensoactivas usadas  como  jabón  de baño,   de belleza  o  desodorante, incluso  con  sustancias bacteriostáticas.";3401.11.10.00.00;KB;87;191
Cuba;Las demás preparaciones acondicionadas  para la venta al por menor.;3402.20.90.00.00;KB;46;198
Cuba;Los demás aditivos preparados  para  cemento, morteros u hormigones.;3824.40.90.00.00;KB;654703;1131818
Cuba;Las demás placas, láminas, hojas y tiras de plástico.;3921.90.99.00.00;KB;5888;16253
Cuba;Artículos de oficina y artículos escolares, excepto borradores de plástico.;3926.10.90.00.00;KB;23;198
Cuba;"Cueros y pieles curtidos  o  (<<crust>>)  de  bovino, enteros,  depilados, de semicurtición  mineral  al  cromo húmedo (<<wet  blue>>), con  una  superficie  por  unidad inferior o  unidad  inferior  o  igual  a  2.6 m2 (28 pies  cuadrados),  excepto  en plena flor  sin  dividir; divididos con la flor.";4104.19.11.00.00;KB;125;152
Cuba;Papel tipo bond o  tablet, papel cebolla, papel para escribir máquina y  demás  papeles  para  correspondencia, sin impresión, en bobinas (rollos), o en hojas cuadradas o rectangulares en las que un lado sea superior  o  igual a 50.8 cm  y el otro sea  superior  o  igual a 76.2 cm, sin plegar (superior o igual a 20 x 30),  de peso inferior 40 g/m².;4802.54.31.00.00;KB;5442;6313
Cuba;Los  demás  papeles  y  cartones kraft, de peso superior o igual a 225 g/m², sin estucar ni recubrir.;4804.59.00.00.00;KB;1966;1140
Cuba;Sobres de papel o cartón, excepto sobres carta.;4817.10.00.00.00;KB;2953;5906
Cuba;Las demás carpetas o cartapacios  de  archivos, excepto  tipo pendaflex y de presentación, de papel o cartón.;4820.30.39.00.00;KB;15150;29435
Cuba;Las demás etiquetas de  todas clases  impresas, excepto  para cuaderno, de doble control («twin check»), para revelado de fotografía y de los tipos fabricados en el país.;4821.10.90.00.00;KB;110;840
Cuba;Camisillas, guayaberas  y  otros sacos camisas para hombres o niños, de las demás materias textiles.;6203.39.10.00.00;KB;1649;74203
Cuba;Almohadas, almohadones, asientos y cojines, excepto eléctrico y de caucho no neumático.;9404.90.19.00.00;KB;606;18956
Curazao;Los demás salmónidos, frescos o refrigerados, excepto los hígados, huevas y lechas.;0302.19.00.00.00;KB;6465;19396
Curazao;Otros pescados frescos o refrigerados, excepto los hígados, huevas y lechas.;0302.89.90.00.00;KB;301;905
Curazao;Piñas (ananás), frescas o secas.;0804.30.00.00.00;KB;273000;117000
Curazao;Jugos de naranja sin fermentar y sin adición de alcohol, incluso con adición de azúcar u otro edulcorante, concentrado.;2009.19.10.00.00;KB;4606;3171
Curazao;Jugos de mango sin mezclar, sin fermentar y sin adición de alcohol, incluso con adición de azúcar  u otro edulcorante.;2009.89.91.00.20;KB;5375;1623
Curazao;Jugos de frutas tropicales sin mezclar, sin fermentar y  sin adición de alcohol, incluso  con adición  de azúcar  u otro edulcorante.;2009.89.91.00.90;KB;3810;2745
Curazao;Las  demás  mezclas  de  jugos, sin  fermentar y sin  adición de alcohol, incluso con adición  de  azúcar u   otro edulcorante.;2009.90.90.00.00;KB;5754;3855
Curazao;Aceites lubricantes de los tipos producidos nacionalmente.;2710.19.93.00.00;KB;426726;722764
Curazao;Placas,  láminas,  hojas, cintas, tiras y demás formas planas, autoadhesivas de plástico, en rollos, de  anchura inferior o igual a 20 cm, excepto para uso eléctrico.;3919.10.90.00.00;KB;141;594
Curazao;Las demás placas, láminas, hojas  y  tiras, de  plástico no celular  y sin refuerzo estratificación ni  soporte o combinación similar con otras materias de polímeros de  propileno, excepto en bobinas sin impresión.;3920.20.90.00.90;KB;518;1726
Curazao;Otros sacos, (bolsas), bolsitas y cucuruchos de polímeros  de etileno.;3923.21.90.00.00;KB;5878;13995
Curazao;Papel higiénico de pasta de papel.;4818.10.00.00.00;KB;5653;9047
Curazao;Conjuntos de fibras  sintéticas  para  mujeres, excepto con  pantalón corto (calzón), o shorts.;6204.23.19.00.00;KB;121;3970
Curazao;Chaquetas (sacos), para mujeres o niñas, de algodón.;6204.32.00.00.00;KB;120;3174
Curazao;Vestidos para mujeres, de fibras sintéticas.;6204.43.10.00.00;KB;297;4734
Curazao;Faldas y faldas pantalón, para mujeres, de fibras sintéticas.;6204.53.20.00.00;KB;59;1367
Curazao;Los  demás pantalones largos para mujeres o niñas, de las demás materias textiles.;6204.69.29.00.00;KB;210;4442
Curazao;Camisas,  blusas  y  blusas  camiseras  para  mujeres, de  fibras sintéticas o artificiales.;6206.40.10.00.90;KB;514;14346
Curazao;Los  demás vidrios de seguridad  templado, excepto con con dimensiones y formatos que permitan su empleo en  automóviles, aeronaves, barcos u otros vehículos.;7007.19.00.00.00;KB;802;3450
Curazao;Puertas y ventanas, con o sin vidrio, de aluminio.;7610.10.20.00.00;KB;1098;2306
Dinamarca;Camarones cultivados, sin ahumar, congelados.;0306.17.11.00.00;KB;276308;1343804
Dinamarca;Café tostado, descafeinado.;0901.22.00.00.00;KB;474;50947
Dinamarca;Grasas y aceites de  pescado  y  sus  fracciones, excepto    los aceites de hígado, incluso refinados, pero sin modificar químicamente.;1504.20.00.00.00;KB;5552441;10882625
Ecuador;Albacoras o atunes  blancos (Thunnus  alalunga), congelados, excepto filetes, hígados, huevas y lechas.;0303.41.00.00.00;KB;49061;52986
Ecuador;Salmones enteros o en trozos, envasados herméticamente o al vacio.;1604.11.00.00.10;KB;691;8518
Ecuador;Preparaciones  y  conservas  de  salmón, envasados herméticamente o al vacío.;1604.20.93.00.00;KB;1065;13123
Ecuador;Salsas de tomate, con un contenido de  extracto  seco de tomate igual o superior al 5% en peso.;2103.20.91.00.00;KB;25643;45298
Ecuador;Ron.;2208.40.10.00.00;LT;15704;38010
Ecuador;Otros  aguardientes  procedentes de la destilación, previa fermentación, de productos de la caña de azúcar.;2208.40.90.00.00;LT;181659;357195
Ecuador;Pinturas a base de polímeros acrílicos o vinílicos, excepto para serigrafía.;3209.10.19.00.00;KB;15918;31875
Ecuador;Fungicidas para uso agropecuario.;3808.92.20.00.00;KB;3008;36093
Ecuador;Desechos, desperdicios y recortes de polímeros de etileno.;3915.10.00.00.00;KB;68633;47718
Ecuador;Desechos, desperdicios y recortes de plástico, excepto de  etileno, estireno y cloruro de vinilo.;3915.90.00.00.00;KB;129000;7740
Ecuador;"Tapas, cápsulas y demás dispositivos  de cierre  para cosméticos; tapas  de forma cónica  con  logo  impreso, especiales para el envasado de blanqueadores  líquidos  en los  tamaños  de  38 mm, 33 mm; y  28 mm, y  tapas reductoras, de plástico. ";3923.50.40.00.00;KB;9698;51102
Ecuador;Desperdicios y desechos de papel o  cartón  kraft  crudo o papel o cartón corrugados.;4707.10.00.00.00;KB;2380000;142800
Ecuador;Los  demás papeles o cartones, incluidos los desperdicios y desechos sin clasificar.;4707.90.00.00.00;KB;1617000;151307
Ecuador;Las demás etiquetas de  todas clases  impresas, excepto  para cuaderno, de doble control («twin check»), para revelado de fotografía y de los tipos fabricados en el país.;4821.10.90.00.00;KB;2131;23210
Ecuador;Otros impresos.;4911.99.90.00.00;KB;676;2720
Ecuador;"Bombonas (damajuanas), botellas, frascos, bocales, tarros, envases tubulares y demás recipientes para el transporte o envasado,  de vidrio; bocales  para conservas de  vidrio con capacidad  superior  a  30 cc y superior a  50 g de peso de los tipos fabricados en el país. ";7010.90.92.00.90;KB;192171;150431
Ecuador;Desperdicios y desechos, de fundición, de hierro o acero.;7204.10.00.00.00;KB;20000;4000
Ecuador;Los demás desperdicios y desechos de  fundición, hierro o acero.;7204.49.00.00.00;KB;102648;30150
Ecuador;Desperdicios y desechos, de aluminio.;7602.00.00.00.00;KB;86412;32470
El Salvador;Los demás cortes (trozos), deshuesada, de carne de animales de la especie bovina, fresca o refrigerada.;0201.30.00.00.90;KB;94677;654011
El Salvador;Los demás cortes (trozos), sin deshuesar, de carne de animales de la especie bovina, congelada.;0202.20.00.00.90;KB;5750;24237
El Salvador;Los demás cortes (trozos), sin deshuesar, de carne de animales de la especie bovina, congelada.;0202.30.00.00.90;KB;86792;301705
El Salvador;Lenguas de la especie bovina, congeladas.;0206.21.00.00.00;KB;60;485
El Salvador;Hígados de la especie bovina, congelados.;0206.22.00.00.00;KB;1356;2154
El Salvador;Despojos comestibles de animales de la especie bovina congelados, excepto arrachera.;0206.29.00.00.90;KB;2011;4906
El Salvador;Los demás moluscos, incluidos la harina, polvo y <<pellets>> de moluscos, aptos  para  la  alimentación humana, secos, salados o en salmuera, excepto ahumados.;0307.99.90.00.00;KB;3290;15728
El Salvador;Leche y nata (crema), sin adición de azúcar ni otro edulcorante, evaporadas, con un  contenido  de  materias grasas, superior a 1.5% en peso, excepto de cabra.;0402.91.92.00.00;KB;95895;194979
El Salvador;Queso fundido, excepto el rayado o en polvo.;0406.30.00.00.00;KB;22334;117614
El Salvador;Los demás quesos, excepto quesos cheddar y muenster.;0406.90.90.00.90;KB;1105;5418
El Salvador;Tripas para la fabricación de embutidos.;0504.00.10.00.00;KB;6413;13199
El Salvador;Grasas y aceites de  pescado  y  sus  fracciones, excepto    los aceites de hígado, incluso refinados, pero sin modificar químicamente.;1504.20.00.00.00;KB;10000;19096
El Salvador;"Embutidos  y  productos  similares de carne, despojos o  sangre;  preparaciones  alimenticias de porcino, excepto envasados herméticamente o al vacío.";1601.00.39.00.00;KB;50944;234462
El Salvador;Preparaciones  homogeneizadas  de  carne, despojos o  sangre de bovino.;1602.10.10.00.00;KB;66025;247791
El Salvador;Las demás preparaciones y conservas de carne, despojos o sangre, incluidas  las  mezclas  de  la  especie  porcina,  excepto envasadas herméticamente o al vacío.;1602.49.90.00.90;KB;18275;78422
El Salvador;Preparaciones y conservas de  carne, despojos  o  sangre,  de la especie bovina.;1602.50.00.00.00;KB;8613;35686
El Salvador;Salmones enteros o en trozos, envasados herméticamente o al vacio.;1604.11.00.00.10;KB;13752;220231
El Salvador;Lomos de atún, cocidos, congelados, enteros o en trozos, excepto picado.;1604.14.10.00.00;KB;4045;70027
El Salvador;Otras preparaciones y conservas de pescado en envases  no herméticos ni al vacío.;1604.20.20.00.00;KB;761;3387
El Salvador;Preparaciones  y  conservas  de  salmón, envasados herméticamente o al vacío.;1604.20.93.00.00;KB;1773;18671
El Salvador;Camarones, langostinos y demás decápodos natantia,  preparados o  conservados, presentados  en  envases   herméticos.;1605.29.00.00.00;KB;3992;13788
El Salvador;Ron.;2208.40.10.00.00;LT;30506;100901
El Salvador;Vinagre y sucedáneos del vinagre  obtenidos  a  partir del  ácido acético.;2209.00.00.00.00;KB;80720;39288
El Salvador;Harina de pescado.;2301.20.10.00.00;KB;273600;316592
El Salvador;Las demás preparaciones de los utilizados para la alimentación de los animales.;2309.90.99.00.00;KB;170666;128000
El Salvador;Medicamentos,  (excepto  los  productos  de  las partidas  30.02, 30.05 o 30.06), constituido  por  productos mezclados entre sí, preparados para usos terapéuticos o profilácticos, sin dosificar ni acondicionar para la venta al por menor, para uso veterinario.;3003.90.92.00.00;KB;1425;27502
